"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,6.7,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,7.1,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,7.4,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,6,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,5.8,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,5,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,5.3,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,6.3,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,6.7,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,6.3,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,5.8,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,5.4,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,5.1,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,5.2,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,2.4,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,2.4,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,2.6,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,3.2,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,1.9,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,4.4,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,4.4,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,2.5,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,2,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,3.1,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,3.1,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,5.1,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,6.9,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,5.9,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,4.6,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,4.9,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,5.2,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,2,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,2.5,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,3.3,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,1.3,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,2.3,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,3,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,4.6,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3.5,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,3.5,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,2.1,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,1.1,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,1.6,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,1.8,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,3.8,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,4.7,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,3.6,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,2.7,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,4.3,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,0.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,7.8,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,15,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,11.4,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,12,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,9.6,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,6.8,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,6.6,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,6.8,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,6.9,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,5.3,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,11.9,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,19.3,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,14.8,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,9.4,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,8.2,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,5.8,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,6.9,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,0.3,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,4.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,7.5,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,8.8,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,7.3,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,6.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,5,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,4.5,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,2.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,0.9,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,3.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,7.3,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,14,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,9,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,5.4,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,4.4,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,5.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,5.4,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,1.6,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1.5,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,2.2,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,1.7,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,1.3,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,1.2,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,1.6,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1.9,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,2,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,2.4,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,1.6,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,1.8,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,2.8,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,1.8,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,1.7,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,2.4,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,1.7,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,3,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,1.6,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,1.3,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,4.5,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,1.9,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,1.7,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,1.6,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,4.2,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,3.7,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,1.1,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,1.1,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,4.6,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,6.2,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,10.4,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,9.7,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,9.3,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,9.2,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,9.7,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,9.9,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,8.7,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,7.4,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,5.9,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,7.1,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,6.8,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,5.9,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,5.1,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,5,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,4.3,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,4.4,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,5,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,5.8,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,6,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,5.8,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,6.5,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,7.2,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,8.9,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,7.3,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,7.4,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,6,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,5.6,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,6.6,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,5.8,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,5,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,4.4,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,3.7,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,3.9,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.4,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,10.7,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,14.2,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,12.2,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,9.7,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,9.1,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,10.9,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,7.9,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,4.9,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,7.9,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,17.5,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,19.8,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,17.4,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,15.8,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,11.4,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,11.6,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,11.6,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,8,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,7.5,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,7.6,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,7.7,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,10.2,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,7.2,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,5.6,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,4.1,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,4.9,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,10.9,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,13,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,13,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,13.8,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,9.9,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,8.5,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,7.3,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,13.7,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,16.7,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,13.9,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,11,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,8.9,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,7.3,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,7.2,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,4.1,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,4.3,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,12.4,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,16.9,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,15.9,,
