"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,13.5,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,13.9,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,13.8,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,10.6,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,8.1,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,8.7,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,8.2,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,12.1,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,10.7,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,6.5,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,5.1,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,3.4,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,4.6,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,8.8,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,12.1,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,11,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,10.5,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,8.7,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,7.9,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,7.1,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,5.2,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,7.5,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,5.9,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,5,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,4.6,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,5.1,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,4.4,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,3.9,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,3.5,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,4.6,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,6.3,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,5.6,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,5.1,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,4.1,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,4.2,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,4.4,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,4.3,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,6.2,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,7.1,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,5.9,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,4.8,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,4.8,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,4.5,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3.5,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,3.4,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,2.6,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,3.4,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,4.8,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,4.1,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,3.7,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,2.5,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,3.1,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,2.7,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,6.6,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,4.4,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,3.5,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,3.8,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,3.8,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,5,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,2.7,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,3,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,3.6,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,3.8,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,4.2,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,7.5,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,6.6,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,7.4,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,8.6,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,8.1,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,2.5,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,2.8,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,1.6,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,2,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,1.5,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,2.4,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,2.2,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,3.8,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,4.8,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,3.2,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3.6,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2011","2011","PC","Percentage","0","Units",,,4,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2012","2012","PC","Percentage","0","Units",,,5.4,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2013","2013","PC","Percentage","0","Units",,,6.3,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2014","2014","PC","Percentage","0","Units",,,6.6,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,7.2,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2001","2001","PC","Percentage","0","Units",,,9.3,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2002","2002","PC","Percentage","0","Units",,,10.3,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2003","2003","PC","Percentage","0","Units",,,9.6,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2004","2004","PC","Percentage","0","Units",,,7,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,7.8,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2006","2006","PC","Percentage","0","Units",,,6.2,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2007","2007","PC","Percentage","0","Units",,,6.4,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2008","2008","PC","Percentage","0","Units",,,8.2,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2009","2009","PC","Percentage","0","Units",,,7.4,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,8.6,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2011","2011","PC","Percentage","0","Units",,,7.1,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2012","2012","PC","Percentage","0","Units",,,8.4,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2013","2013","PC","Percentage","0","Units",,,9.1,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2014","2014","PC","Percentage","0","Units",,,8.1,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,10.1,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2001","2001","PC","Percentage","0","Units",,,7.2,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2002","2002","PC","Percentage","0","Units",,,7.6,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2003","2003","PC","Percentage","0","Units",,,6.6,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2004","2004","PC","Percentage","0","Units",,,5.8,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,5.7,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2006","2006","PC","Percentage","0","Units",,,3.9,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2007","2007","PC","Percentage","0","Units",,,4.5,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2008","2008","PC","Percentage","0","Units",,,4.7,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2009","2009","PC","Percentage","0","Units",,,4.5,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,6.1,,
